id,level_id,total_time,donuts,candy,level,progress,nbr Items,perseverance badge,concentration,Success,Excellence,Upgrade,total_Time_Education,nb_mistakes,correct Question,correct_Q_Math,correct_Q_Science,correct_Q_Ar,correct_Q_Fr,Q_Best_Time,best_time_math,best_time_science,best_time_ar,best_time_fr,Q_Worst_Time,worst_time_math,worst_time_science,worst_time_ar,worst_time_fr,Q_Avg_Time,Avg_Time_math,Avg_Time__science,Avg_Time_ar,Avg_Time_fr,count ex not completed,PlayerType_results,PlayerType
1828.0,3.0,00:17:31,17.0,350.0,1.0,0.0,0.0,2.0,4.0,2.0,7.0,0.0,3367.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,0,6,0,0,50.0,0,type_achiever
1830.0,7.0,00:04:11,2.0,350.0,1.0,0.0357142873,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0,0,type_achiever
1844.0,6.0,00:18:18,18.0,350.0,1.0,0.0,0.0,2.0,5.0,3.0,7.0,0.0,1197.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,83.0,0,type_achiever
1855.0,4.0,00:06:09,2.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,7.0,0,type_achiever
1880.0,3.0,00:26:58,59.0,1350.0,2.0,0.150000006,0.0,3.0,5.0,2.0,7.0,1.0,3997.0,0.0,18.0,7.0,11.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,7,0,0,5.0,0,type_achiever
1923.0,3.0,00:38:22,82.0,1075.0,2.0,0.6499999,3.0,3.0,4.0,4.0,5.0,1.0,1190.0,0.0,7.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,41.0,0,type_achiever
1939.0,3.0,00:22:50,29.0,350.0,1.0,0.0,0.0,2.0,4.0,2.0,6.0,0.0,4690.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,0,9,0,0,47.0,0,type_achiever
1948.0,7.0,00:01:45,1.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,567.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,2.0,0,type_achiever
1955.0,6.0,00:25:18,20.0,350.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,567.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,55.0,3,type_player
1961.0,8.0,00:07:59,13.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1519.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,35.0,1,type_disruptor
1968.0,8.0,01:02:10,55.0,375.0,1.0,0.0,1.0,4.0,7.0,7.0,7.0,0.0,5117.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,9,0,9,0,0,63.0,0,type_achiever
1975.0,3.0,00:10:41,23.0,350.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,1176.0,0.0,6.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,51.0,1,type_disruptor
1997.0,3.0,00:08:37,15.0,350.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,0.0,2786.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,0,0,0.0,0,type_achiever
2002.0,6.0,01:03:52,70.0,350.0,2.0,0.37500006,1.0,4.0,7.0,6.0,7.0,1.0,889.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,54.0,0,type_achiever
2013.0,3.0,00:12:34,21.0,350.0,1.0,0.0,1.0,1.0,4.0,2.0,7.0,0.0,3388.0,0.0,11.0,0.0,11.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,0,0,5.0,0,type_achiever
2028.0,5.0,00:22:42,25.0,350.0,1.0,0.0,0.0,2.0,5.0,3.0,4.0,0.0,7364.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16,0,16,0,0,1.0,0,type_achiever
2030.0,4.0,00:33:28,43.0,463.0,1.0,0.5357143,1.0,3.0,4.0,2.0,7.0,0.0,3262.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2,0,0,0,48.0,0,type_achiever
2040.0,3.0,00:02:15,4.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,203.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,56.0,1,type_disruptor
2044.0,3.0,00:41:25,41.0,350.0,1.0,0.0,0.0,3.0,7.0,5.0,6.0,0.0,1897.0,0.0,8.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,0,0,49.0,0,type_achiever
2048.0,8.0,00:04:32,8.0,350.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,777.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,29.0,3,type_player
2059.0,3.0,11:33:47,346.0,2964.0,7.0,0.0151515156,8.0,10.0,7.0,7.0,7.0,6.0,80598.0,129.0,220.0,108.0,112.0,0.0,0.0,68.0,40.0,28.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0,142,67,75,0,0,131.0,2,type_freeSpirit
2074.0,7.0,00:29:26,16.0,350.0,1.0,0.0,0.0,3.0,6.0,2.0,4.0,0.0,3353.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,0,0,45.0,3,type_player
2076.0,5.0,00:26:15,38.0,350.0,1.0,0.0,0.0,2.0,4.0,3.0,6.0,0.0,4641.0,0.0,17.0,0.0,17.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,15,0,0,42.0,0,type_achiever
2088.0,4.0,01:14:04,67.0,1595.0,2.0,0.2750000358,4.0,4.0,6.0,1.0,6.0,1.0,17549.0,0.0,18.0,10.0,8.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12,5,7,0,0,43.0,0,type_achiever
2089.0,5.0,00:31:40,31.0,350.0,1.0,0.0357142873,1.0,3.0,4.0,2.0,7.0,0.0,8162.0,0.0,19.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18,1,17,0,0,54.0,0,type_achiever
2092.0,12.0,1900-01-30 11:44:43,2971.0,3417.0,1.0,0.0,3.0,10.0,7.0,7.0,7.0,5.0,1102843.0,16448.0,31968.0,108.0,58.0,1451.0,421.0,804.0,58.0,9.0,619.0,118.0,123.0,8.0,7.0,70.0,38.0,31041,42,42,762,265,1525.0,3,type_player
2105.0,8.0,00:11:10,3.0,350.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,238.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,78.0,1,type_disruptor
2106.0,3.0,01:18:11,93.0,2860.0,1.0,0.2142857164,5.0,4.0,7.0,7.0,7.0,0.0,4872.0,0.0,23.0,7.0,16.0,0.0,0.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,8,0,0,82.0,0,type_achiever
2108.0,7.0,00:01:08,1.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,2.0,0,type_achiever
2112.0,7.0,00:07:10,7.0,350.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1085.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,42.0,1,type_disruptor
2113.0,3.0,00:25:29,24.0,1200.0,1.0,0.07142857462,0.0,3.0,5.0,2.0,7.0,0.0,1407.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,57.0,0,type_achiever
2114.0,3.0,00:13:14,21.0,350.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,4648.0,0.0,11.0,0.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,0,7,0,0,5.0,0,type_achiever
2119.0,5.0,00:47:55,40.0,350.0,1.0,0.0,0.0,3.0,5.0,2.0,7.0,0.0,735.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,60.0,0,type_achiever
2120.0,6.0,00:05:58,6.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,1498.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,72.0,0,type_achiever
2122.0,7.0,00:26:31,27.0,350.0,1.0,0.0,0.0,3.0,5.0,4.0,7.0,0.0,763.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,45.0,0,type_achiever
2124.0,7.0,00:08:35,9.0,1144.0,1.0,0.1785714328,0.0,1.0,2.0,0.0,7.0,0.0,1967.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,47.0,0,type_achiever
2130.0,8.0,00:02:46,6.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,161.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,79.0,1,type_disruptor
2143.0,4.0,00:18:02,10.0,1466.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,2618.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,17.0,0,type_achiever
2148.0,3.0,00:01:48,2.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,427.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,56.0,1,type_disruptor
2171.0,5.0,02:09:23,116.0,350.0,1.0,0.0,0.0,5.0,7.0,4.0,7.0,0.0,17906.0,16.0,41.0,5.0,36.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,38,5,33,0,0,160.0,0,type_achiever
2172.0,3.0,00:03:39,4.0,700.0,1.0,0.07142857462,1.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,5.0,0,type_achiever
2174.0,6.0,00:17:51,21.0,350.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,217.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,55.0,1,type_disruptor
2177.0,3.0,00:01:48,1.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,455.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,6.0,0,type_achiever
2192.0,5.0,00:03:09,2.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,532.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,16.0,3,type_player
2209.0,4.0,00:15:03,3.0,350.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2373.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,48.0,1,type_disruptor
2224.0,3.0,00:10:10,4.0,800.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,532.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,47.0,3,type_player
2230.0,4.0,00:18:36,15.0,350.0,1.0,0.0,0.0,2.0,5.0,3.0,4.0,0.0,819.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,47.0,3,type_player
2236.0,5.0,00:19:11,26.0,350.0,1.0,0.0,0.0,2.0,5.0,3.0,7.0,0.0,3122.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,11,0,0,48.0,0,type_achiever
2237.0,3.0,00:16:20,21.0,350.0,1.0,0.0,0.0,1.0,4.0,2.0,7.0,0.0,4095.0,0.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,10,0,0,53.0,0,type_achiever
2240.0,3.0,00:11:34,11.0,350.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,147.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,47.0,1,type_disruptor
2249.0,4.0,00:37:30,22.0,350.0,1.0,0.0,0.0,3.0,3.0,1.0,7.0,0.0,1582.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,47.0,0,type_achiever
2256.0,3.0,00:15:14,15.0,350.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,4837.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5,0,5,0,0,50.0,0,type_achiever
2268.0,4.0,01:06:42,22.0,350.0,1.0,0.0,0.0,4.0,7.0,1.0,7.0,0.0,21259.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5,5,0,0,0,3.0,0,type_achiever
2274.0,6.0,00:42:10,37.0,2148.0,1.0,0.74999994,6.0,3.0,7.0,3.0,6.0,0.0,2702.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,54.0,0,type_achiever
2285.0,5.0,00:44:29,40.0,350.0,1.0,0.0,0.0,4.0,6.0,3.0,7.0,0.0,6748.0,0.0,19.0,1.0,18.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16,1,15,0,0,54.0,0,type_achiever
2303.0,8.0,00:24:05,26.0,350.0,1.0,0.5000000596,1.0,2.0,4.0,1.0,3.0,0.0,1666.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,0,0,67.0,3,type_player
2306.0,5.0,00:43:40,22.0,200.0,1.0,0.1428571492,1.0,2.0,4.0,2.0,6.0,0.0,1092.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,70.0,0,type_achiever
2310.0,6.0,00:14:09,9.0,350.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1645.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,54.0,1,type_disruptor
2316.0,7.0,00:13:47,12.0,350.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,322.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,43.0,1,type_disruptor
2322.0,4.0,00:44:34,25.0,350.0,1.0,0.0,0.0,3.0,7.0,2.0,4.0,0.0,1785.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,53.0,3,type_player
2323.0,6.0,00:36:41,18.0,350.0,1.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,301.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,55.0,3,type_player
2330.0,6.0,00:01:34,1.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,32.0,1,type_disruptor
2339.0,8.0,01:15:15,70.0,1875.0,2.0,0.4000000656,5.0,3.0,6.0,0.0,7.0,0.0,805.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,79.0,0,type_achiever
2355.0,7.0,00:33:57,41.0,1974.0,1.0,0.0,0.0,3.0,7.0,7.0,2.0,0.0,245.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,48.0,1,type_disruptor
2372.0,3.0,00:34:40,38.0,350.0,1.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,2373.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,0,0,55.0,3,type_player
2376.0,8.0,01:37:54,63.0,2350.0,1.0,0.0,1.0,6.0,7.0,5.0,7.0,0.0,5376.0,0.0,7.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,2,3,0,0,114.0,1,type_disruptor
2379.0,3.0,00:25:50,19.0,350.0,1.0,0.0,0.0,3.0,5.0,2.0,2.0,0.0,434.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,56.0,3,type_player
2396.0,8.0,00:02:25,6.0,350.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,693.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,38.0,3,type_player
2402.0,8.0,01:14:04,109.0,1199.0,3.0,0.166666672,3.0,2.0,5.0,5.0,5.0,0.0,6300.0,0.0,19.0,1.0,18.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,1,12,0,0,61.0,0,type_achiever
